"","X","address","bedroom","bathroom","carspace","soldprice","landareas","yearsold","CBD_Distance","latitute","longitude","distanceSchool","agency","schoolName","Suburb","position"
"153",153,"2A Delange Road Putney NSW 2112",4,2,2,2630000,1088,2023,10.52,-33.822475,151.1001744,0.1," Snowden Parkes Real Estate Agents ","Putney Public School ","Putney","North"
"154",154,"37 Delange Road Putney NSW 2112",4,4,2,2975000,404,2022,10.67,-33.8210673,151.1022331,0.44," McGrath ","Putney Public School ","Putney","North"
"155",155,"9 Dyson Street Putney NSW 2112",4,3,1,3520000,580,2022,10.55,-33.8250355,151.1092073,0.71," McGrath ","Putney Public School ","Putney","North"
"156",156,"10 Douglas Street Putney NSW 2112",5,5,6,5325000,666,2022,10.76,-33.826725,151.10615,0.32," BresicWhitney ","Putney Public School ","Putney","North"
"157",157,"156 Charles Street Putney NSW 2112",3,2,2,3300000,658,2022,10.75,-33.8298201,151.105554,0.61," McGrath ","Putney Public School ","Putney","North"
"158",158,"155 Morrison Road Putney NSW 2112",4,2,2,2351800,721,2022,10.14,-33.8238971,151.1069055,0.33," Pello ","Putney Public School ","Putney","North"
"159",159,"6 Small Street Putney NSW 2112",4,1,2,3225000,961,2022,11.36,-33.827553,151.1045446,0.91," Ray White ","Putney Public School ","Putney","North"
"160",160,"169 Charles Street Putney NSW 2112",5,2,3,3310000,651,2022,10.85,-33.828593,151.1027041,0.82," Ray White ","Putney Public School ","Putney","North"
"161",161,"164 Princes Street Putney NSW 2112",4,2,2,2500000,583,2022,11.11,-33.824164,151.1072575,0.66," Ray White ","Putney Public School ","Putney","North"
"162",162,"62 Frances Road Putney NSW 2112",3,1,2,3620000,720,2022,10.1,-33.8224857,151.1016169,0.41," Ray White ","Putney Public School ","Putney","North"
"163",163,"18 Phillip Road Putney NSW 2112",4,3,2,4450000,663,2022,11.02,-33.8216241,151.1041575,0.63," McGrath ","Putney Public School ","Putney","North"
"164",164,"27 Osborne Avenue Putney NSW 2112",5,3,4,4090000,619,2022,11.54,-33.8262335,151.1141937,NA," The Agency ",NA,"Putney","North"
"165",165,"306 Morrison Road Putney NSW 2112",2,1,2,2120000,531,2022,11.24,-33.8280251,151.1123694,0.81," Belle Property ","Putney Public School ","Putney","North"
"166",166,"4 Gregory Street Putney NSW 2112",4,3,3,2420000,506,2022,10.07,-33.8241146,151.10351,0.41," Pello ","Putney Public School ","Putney","North"
"167",167,"25 Frances Road Putney NSW 2112",4,2,2,4000000,620,2022,10.3,-33.8203413,151.0997316,0.32," 1st City Hasemer & Caldwell.Eyles ","Putney Public School ","Putney","North"
"168",168,"6 Pellisier Road Putney NSW 2112",5,4,2,5300000,787,2022,10.57,-33.819989,151.1036882,0.55," Belle Property ","Putney Public School ","Putney","North"
"169",169,"163 Morrison Road Putney NSW 2112",5,3,2,2250000,601,2022,10.2,-33.823758,151.1140487,0.28," Ray White ","Putney Public School ","Putney","North"
"170",170,"147a Charles Street Putney NSW 2112",5,4,3,5100000,815,2022,10.83,-33.8249269,151.1133119,0.68," Belle Property ","Putney Public School ","Putney","North"
"171",171,"147a Charles Street Putney NSW 2112",5,4,3,5100000,815,2022,10.83,-33.8274444,151.1036687,0.68," Auschain Investment Group","Putney Public School ","Putney","North"
"172",172,"5 Boulton Street Putney NSW 2112",3,1,1,4000000,917,2022,11.04,-33.8274444,151.1036687,0.59," Ray White ","Putney Public School ","Putney","North"
"173",173,"2A McGowan Street Putney NSW 2112",5,3,3,6300000,815,2022,9.99,-33.8219637,151.1048581,0.82," McGrath ","Putney Public School ","Putney","North"
"174",174,"30 Mitchell Street Putney NSW 2112",3,2,1,2625000,670,2022,10.37,-33.8321091,151.1110021,0.35," Pello ","Putney Public School ","Putney","North"
"175",175,"38 Douglas Street Putney NSW 2112",3,1,2,2400000,369,2022,10.83,-33.8277353,151.1091465,0.51," Snowden Parkes Real Estate Agents ","Putney Public School ","Putney","North"
"176",176,"21 Delange Road Putney NSW 2112",5,3,2,4340000,670,2022,10.63,-33.8257023,151.1047979,0.27," McGrath ","Putney Public School ","Putney","North"
"177",177,"29 Watson Street Putney NSW 2112",5,4,2,4500000,661,2022,10.98,-33.8247748,151.1065996,0.7," Ray White ","Putney Public School ","Putney","North"
"178",178,"28 Pellisier Road Putney NSW 2112",5,2,2,4250000,716,2022,10.35,-33.8254297,151.1074671,0.57," Ray White ","Putney Public School ","Putney","North"
"179",179,"310 Morrison Road Putney NSW 2112",4,2,2,2720000,655,2022,11.27,-33.8198316,151.10342,0.84," Ray White ","Putney Public School ","Putney","North"
"180",180,"3 Watson Street Putney NSW 2112",5,4,2,6085000,955,2022,11.15,-33.8242336,151.1017825,0.78," BresicWhitney ","Putney Public School ","Putney","North"
"181",181,"4 Wade Street Putney NSW 2112",3,1,2,3420000,696,2022,11.35,-33.823132,151.1001002,NA," First National ",NA,"Putney","North"
"182",182,"12 Riverside Avenue Putney NSW 2112",5,3,3,3510000,880,2022,11.52,-33.8211887,151.0993048,NA," Ray White ",NA,"Putney","North"
"183",183,"18 Mitchell Street Putney NSW 2112",6,3,3,3530000,442,2022,10.36,-33.8212061,151.0996738,0.28," Ausrealty Estate Agents ","Putney Public School ","Putney","North"
"184",184,"2 Storey Street Putney NSW 2112",3,1,3,3780000,683,2022,11.31,-33.8271864,151.1095948,0.87," Ray White ","Putney Public School ","Putney","North"
"185",185,"31 Phillip Road Putney NSW 2112",3,1,3,3890000,771,2022,10.96,-33.8221846,151.1012976,0.61," Belle Property Strathfield ","Putney Public School ","Putney","North"
"186",186,"101 Waterview Street Putney NSW 2112",5,2,2,4480000,620,2022,10.83,-33.8265375,151.1082787,0.89," Ray White ","Putney Public School ","Putney","North"
"187",187,"64 Douglas Street Putney NSW 2112",4,2,4,4650000,919,2021,10.88,-33.825003,151.1037017,0.69," Belle Property ","Putney Public School ","Putney","North"
"188",188,"41d Phillip Road Putney NSW 2112",2,1,2,1442000,277,2021,10.69,-33.8258005,151.1103048,0.44," Elaine Stack Real Estate","Putney Public School ","Putney","North"
"189",189,"10 Donnelly Street Putney NSW 2112",4,2,2,3565000,550,2021,10.22,-33.8238072,151.1031037,0.27," McGrath ","Putney Public School ","Putney","North"
"190",190,"163 Princes Street Putney NSW 2112",4,2,4,4550000,799,2021,11.26,-33.8266046,151.1059909,0.92," Raine & Horne ","Putney Public School ","Putney","North"
"191",191,"4 Dyson Street Putney NSW 2112",3,1,4,3720000,581,NA,10.49,-33.8269147,151.1116025,0.66," Ray White ","Putney Public School ","Putney","North"
"192",192,"81 Phillip Road Putney NSW 2112",4,2,2,3400000,853,2021,10.21,-33.8238531,151.1075951,0.58," McGrath ","Putney Public School ","Putney","North"
"193",193,"170 Morrison Road Putney NSW 2112",3,1,1,1930000,345,2021,10.21,-33.8245134,151.1003255,0.25," McGrath ","Putney Public School ","Putney","North"
"194",194,"7 Regent Street Putney NSW 2112",4,2,2,3225000,803,2021,11.29,-33.8273524,151.1080512,0.84," McGrath ","Putney Public School ","Putney","North"
"195",195,"1/192 Morrison Road Putney NSW 2112",5,3,2,2550000,501,2021,10.25,-33.8233224,151.1024643,0.2," McGrath ","Putney Public School ","Putney","North"
"196",196,"302 Morrison Road Putney NSW 2112",4,3,2,3425000,715,2021,11.21,-33.8260412,151.1117992,0.77," McGrath ","Putney Public School ","Putney","North"
"197",197,"318 Morrison Road Putney NSW 2112",4,4,2,3100000,727,2021,11.36,-33.8247173,151.1032472,0.92," Ausrealty Estate Agents ","Putney Public School ","Putney","North"
"198",198,"17 Boulton Street Putney NSW 2112",2,1,2,2657000,766,2021,11.05,-33.8269097,151.1034476,0.61," First National ","Putney Public School ","Putney","North"
"199",199,"3 Dyson Street Putney NSW 2112",4,4,2,3800000,575,2021,10.54,-33.8225845,151.1041845,0.66," McGrath ","Putney Public School ","Putney","North"
"200",200,"8 Dyson Street Putney NSW 2112",5,3,2,3650000,695,2021,10.49,-33.8211698,151.1021266,0.7," McGrath ","Putney Public School ","Putney","North"
"201",201,"2 Highlands Way Rouse Hill NSW 2155",5,3,2,1950000,642,2023,34.21,-33.6694071,150.9300247,NA," LEPAGE PROPERTY ",NA,"Rouse Hill","North"
"202",202,"23 Milford Drive Rouse Hill NSW 2155",5,2,2,1580550,700,2023,33.84,-33.677407,150.9269623,0.89," Harcourts ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"203",203,"24 Kindilen Close Rouse Hill NSW 2155",4,2,2,1630000,600,2023,33.88,-33.675201,150.9286649,1.03," McGrath Rouse Hill ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"204",204,"17 Stanford Circuit Rouse Hill NSW 2155",4,2,2,1300000,450,2023,33.98,-33.6730245,150.9295151,NA," Gilmour Property Agents ",NA,"Rouse Hill","North"
"205",205,"28 Maneroo Street Rouse Hill NSW 2155",4,2,1,1150000,330,2023,35.74,-33.6915255,150.9285186,NA," Sciberras Group RE ",NA,"Rouse Hill","North"
"206",206,"38 Bara Way Rouse Hill NSW 2155",4,3,2,1650000,335,2023,32.79,-33.6848965,150.8964791,0.74," Notable Property Group","Our Lady of the Angels Primary School ","Rouse Hill","North"
"207",207,"23 Morrisey Way Rouse Hill NSW 2155",4,3,3,2100000,880,2023,33.87,-33.6810126,150.9279132,NA," Harcourts ",NA,"Rouse Hill","North"
"208",208,"7 Spring Mill Avenue Rouse Hill NSW 2155",4,2,2,1590000,606,2023,33.67,-33.6787468,150.9233644,0.79," McGrath Rouse Hill ","Rouse Hill High School ","Rouse Hill","North"
"209",209,"50 Natasha Parade Rouse Hill NSW 2155",5,3,2,1585000,384,2023,35.64,-33.6838612,150.9228608,NA," McGrath Rouse Hill ",NA,"Rouse Hill","North"
"210",210,"36 Peppin St Rouse Hill NSW 2155",3,2,1,1216000,200,2023,32.72,-33.6825789,150.9242246,1.1," LEPAGE PROPERTY ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"211",211,"13 Yellowgum Avenue Rouse Hill NSW 2155",4,2,1,1480000,450,2023,34.4,-33.6894857,150.9061778,1.06," Harcourts ","Rouse Hill High School ","Rouse Hill","North"
"212",212,"2 Hopkins Court Rouse Hill NSW 2155",4,2,2,1675000,474,2023,34.05,-33.6768257,150.9189794,NA," Century 21 ",NA,"Rouse Hill","North"
"213",213,"14 Highlands Way Rouse Hill NSW 2155",5,3,3,2220000,797,2023,34.22,-33.6688827,150.9304425,NA," Ray White Rouse Hill ",NA,"Rouse Hill","North"
"214",214,"25 Allowrie Street Rouse Hill NSW 2155",4,2,4,1250000,331,2022,35.71,-33.6822259,150.8966397,NA," Link Property Agency",NA,"Rouse Hill","North"
"215",215,"26 Glen Abbey Street Rouse Hill NSW 2155",4,2,2,1380000,660,2022,33.96,-33.6728173,150.9292592,0.34," Castlehaven Realtors ","Rouse Hill High School ","Rouse Hill","North"
"216",216,"16 Cleveland Close Rouse Hill NSW 2155",5,3,2,2060000,700,2022,33.81,-33.6834557,150.9194443,1.08," Harcourts ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"217",217,"1 Grassland Street Rouse Hill NSW 2155",5,3,2,1150000,297,2022,34.74,-33.6742107,150.9308001,NA," Riverbank Real Estate",NA,"Rouse Hill","North"
"218",218,"15 Uma Street Rouse Hill NSW 2155",5,3,2,1410000,329,2022,35.53,-33.6915832,150.9289151,NA," Ray White ",NA,"Rouse Hill","North"
"219",219,"35 Glen Abbey Street Rouse Hill NSW 2155",3,2,2,1335000,450,2022,34,-33.6829288,150.9192972,0.35," LEPAGE PROPERTY ","Rouse Hill High School ","Rouse Hill","North"
"220",220,"19 Brushwood Drive Rouse Hill NSW 2155",4,2,2,1100000,420,2022,33.93,-33.6946141,150.9302441,0.96," Harcourts ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"221",221,"46 Natasha Parade Rouse Hill NSW 2155",4,2,2,1020000,302,2022,35.67,-33.6785184,150.9245988,NA," Noble Investment Group",NA,"Rouse Hill","North"
"222",222,"10 Panton Street Rouse Hill NSW 2155",4,2,1,1120000,314,2022,35.58,-33.6833003,150.8961523,NA," Century 21 ",NA,"Rouse Hill","North"
"223",223,"16 Greygum Avenue Rouse Hill NSW 2155",4,2,2,1250000,480,2022,34.39,-33.6846453,150.896287,0.81," SAINT INTERNATIONAL ","Rouse Hill High School ","Rouse Hill","North"
"224",224,"21 Lucy Street Rouse Hill NSW 2155",5,3,2,1270000,314,2022,35.52,-33.67758,150.9191532,NA," Uniland Real Estate",NA,"Rouse Hill","North"
"225",225,"20 Bascule Street Rouse Hill NSW 2155",3,2,1,1220000,317,2022,32.75,-33.6886413,150.912619,1.03," Murdoch Lee Estate Agents ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"226",226,"9 Augusta Court Rouse Hill NSW 2155",4,2,2,1300000,450,2022,33.71,-33.684632,150.8970062,0.73," Century 21 ","Rouse Hill High School ","Rouse Hill","North"
"227",227,"10 Needlewood Close Rouse Hill NSW 2155",4,3,3,1665000,656,2022,34.13,-33.678382,150.9219096,0.86," Century 21 ","Rouse Hill High School ","Rouse Hill","North"
"228",228,"10 Redbush Close Rouse Hill NSW 2155",4,2,2,1220000,450,2022,33.69,-33.6801475,150.9263187,0.72," Harrods Property Agents ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"229",229,"18 Milford Drive Rouse Hill NSW 2155",4,2,2,1345000,634,2022,33.81,-33.6782508,150.9153324,0.85," First Meridien Realty ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"230",230,"8 Hopkins Court Rouse Hill NSW 2155",4,2,2,1629000,512,2022,34.01,-33.6779549,150.9268722,NA," Harcourts ",NA,"Rouse Hill","North"
"231",231,"22 McGuirk Way Rouse Hill NSW 2155",3,2,2,1116000,348,2022,34.09,-33.672792,150.9293866,0.52," First Meridien Realty ","Rouse Hill High School ","Rouse Hill","North"
"232",232,"2 McCombe Avenue Rouse Hill NSW 2155",5,5,2,1639000,553,2022,33.41,-33.6810035,150.9199209,0.8," Century 21 ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"233",233,"17 Fingleton Close Rouse Hill NSW 2155",4,3,2,1630000,700,2022,34.52,-33.6859671,150.9245718,0.9," Harcourts ","Rouse Hill High School ","Rouse Hill","North"
"234",234,"38 Harvard Cct Rouse Hill NSW 2155",4,2,2,1350000,565,2022,34.19,-33.676539,150.9183803,NA," LEPAGE PROPERTY ",NA,"Rouse Hill","North"
"235",235,"7 Trumble Place Rouse Hill NSW 2155",3,2,2,1090000,450,2022,34.3,-33.6701863,150.9295812,0.54," Wiseberry ","Rouse Hill High School ","Rouse Hill","North"
"236",236,"25 Galara Street Rouse Hill NSW 2155",3,2,2,1285000,277,2022,32.53,-33.6884941,150.8963619,1.13," Professionals Hills North West ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"237",237,"15 Galara Street Rouse Hill NSW 2155",3,2,2,1275000,272,2022,32.51,-33.6836782,150.8951202,1.07," Professionals Hills North West ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"238",238,"15 Grazier Road Rouse Hill NSW 2155",3,2,2,1170000,312,2022,32.66,-33.6931439,150.930088,0.97," McGrath Rouse Hill ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"239",239,"36 Knox Place Rouse Hill NSW 2155",4,2,2,1432000,501,2022,33.97,-33.6919934,150.9291306,1.04," Century 21 ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"240",240,"19 Adelphi St Rouse Hill NSW 2155",4,2,2,1400000,450,2022,34.22,-33.6775294,150.918026,0.29," First Meridien Realty ","Rouse Hill High School ","Rouse Hill","North"
"241",241,"48 Natasha Parade Rouse Hill NSW 2155",4,3,2,1200000,368,2022,35.66,-33.6759421,150.926625,NA," The Studio Estate Agents ",NA,"Rouse Hill","North"
"242",242,"145 Mile End Road Rouse Hill NSW 2155",5,3,2,1560000,610,2022,34.38,-33.6819582,150.9171534,NA," Sciberras Group RE ",NA,"Rouse Hill","North"
"243",243,"21 Empress Avenue Rouse Hill NSW 2155",4,2,2,1330000,605,2022,33.98,-33.6834053,150.8961963,NA," Century 21 ",NA,"Rouse Hill","North"
"244",244,"34 Mailey Circuit Rouse Hill NSW 2155",4,2,1,950000,450,2022,34.77,-33.6730761,150.9182829,NA," Ray White ",NA,"Rouse Hill","North"
"245",245,"27 Mile End Road Rouse Hill NSW 2155",3,2,1,1440000,890,2022,34.17,-33.6750041,150.924738,1.23," Century 21 ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"246",246,"9 Yellowgum Avenue Rouse Hill NSW 2155",4,2,4,1265000,450,2022,34.37,-33.6759202,150.9210011,1.05," Wish Real Estate ","Rouse Hill High School ","Rouse Hill","North"
"247",247,"3 Barnes Place Rouse Hill NSW 2155",4,2,2,1560000,775,2022,34.37,-33.6789199,150.9180875,0.64," Ray White ","Rouse Hill High School ","Rouse Hill","North"
"248",248,"70 Milford Drive Rouse Hill NSW 2155",4,2,3,1440000,609,2022,33.96,-33.6739127,150.9289064,1.15," Sciberras Group RE ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"249",249,"33 Mindaribba Ave Rouse Hill NSW 2155",4,2,3,2180000,700,2022,33.48,-33.6934684,150.9280133,0.54," LEPAGE PROPERTY ","Our Lady of the Angels Primary School ","Rouse Hill","North"
"250",250,"13 Hyatt Close Rouse Hill NSW 2155",4,2,2,1525000,530,2022,33.96,-33.6729363,150.9298231,NA," First Meridien Realty ",NA,"Rouse Hill","North"
"251",251,"10 Halcyon Avenue Wahroonga NSW 2076",5,4,2,5000000,923,2023,18.57,-33.70956,151.1111625,0.6," Ray White ","Wahroonga Public School ","Wahroonga","North"
"252",252,"15 Edgecombe Avenue Wahroonga NSW 2076",3,1,2,1910000,787,2023,18.8,-33.7200955,151.1277282,0.74," Chadwick Real Estate ","Normanhurst Boys High School ","Wahroonga","North"
"253",253,"15 Braeside Street Wahroonga NSW 2076",4,2,1,4000000,1669,2023,19.47,-33.710935,151.1402433,0.3," Pello ","St Edmund's School ","Wahroonga","North"
"254",254,"4A Junction Road Wahroonga NSW 2076",5,3,2,3500000,1293,2023,20.11,-33.7273275,151.1049176,0.83," Ray White ","Wahroonga Preparatory School ","Wahroonga","North"
"255",255,"79 Hewitt Avenue Wahroonga NSW 2076",3,1,1,1910000,1088,2023,18.84,-33.7127886,151.1235289,0.71," Stone Real Estate ","Normanhurst Boys High School ","Wahroonga","North"
"256",256,"3 Ingalara Avenue Wahroonga NSW 2076",3,1,NA,1850000,790,2023,20.33,-33.702677,151.1274545,0.16," Chadwick Real Estate ","Waitara Public School ","Wahroonga","North"
"257",257,"59 Isis Street Wahroonga NSW 2076",3,2,1,1616000,410,2023,19.89,-33.7080247,151.1195409,0.69," Ray White ","Waitara Public School ","Wahroonga","North"
"258",258,"115 King Road Wahroonga NSW 2076",6,3,2,1905000,816,2023,20.81,-33.7023691,151.1161445,0.71," Pello ","Waitara Public School ","Wahroonga","North"
"259",259,"14b Russell Avenue Wahroonga NSW 2076",4,2,1,1585000,1391,2023,19.82,-33.7184087,151.1247652,0.47," Ray White ","Our Lady of the Rosary Catholic Primary School ","Wahroonga","North"
"260",260,"21 Woolcott Ave Wahroonga NSW 2076",3,1,2,1890000,739,2023,19.88,-33.7162629,151.1224494,0.34," Keith Soames Real Estate ","Our Lady of the Rosary Catholic Primary School ","Wahroonga","North"
"261",261,"48 Russell Avenue Wahroonga NSW 2076",5,4,2,2575000,902,2023,19.59,-33.7174483,151.1036519,0.52," Stone Real Estate ","Normanhurst Boys High School ","Wahroonga","North"
"262",262,"11 Leuna Avenue Wahroonga NSW 2076",5,2,1,2625000,834,2023,17.59,-33.7156759,151.10603,NA," Ray White ",NA,"Wahroonga","North"
"263",263,"4 Eastbourne Avenue Wahroonga NSW 2076",4,2,2,1775000,1005,2023,19.09,-33.7186871,151.106035,0.58," Pello ","Normanhurst Boys High School ","Wahroonga","North"
"264",264,"109 Fox Valley Road Wahroonga NSW 2076",4,2,2,2000000,733,2023,18.5,-33.7288049,151.1083559,1.05," Ray White ","Normanhurst Boys High School ","Wahroonga","North"
"265",265,"21 Lucinda Avenue Wahroonga NSW 2076",8,7,4,11000000,4831,2023,19.2,-33.7114609,151.1288339,0.79," LJ Hooker ","Normanhurst Boys High School ","Wahroonga","North"
"266",266,"66 Woonona Ave Wahroonga NSW 2076",5,3,3,2600000,921,2023,20.08,-33.709972,151.1258578,0.39," CoStar Real Estate ","Waitara Public School ","Wahroonga","North"
"267",267,"8 Cherrywood Avenue Wahroonga NSW 2076",4,1,2,3180000,929,2023,19.04,-33.7083007,151.1148682,NA," Pello ",NA,"Wahroonga","North"
"268",268,"150 Coonanbarra Road Wahroonga NSW 2076",4,2,2,1900000,949,2023,20.22,-33.7333649,151.1050152,0.63," Ray White ","Waitara Public School ","Wahroonga","North"
